,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,BsmtFin SF 1,BsmtFin SF 2,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Garage Yr Blt,Garage Cars,Garage Area,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,Has Alley,Has Pool,Has Fence,Has Misc Feature,Mas Vnr Type_Encoding,Has Bsmt,Encoded Bsmt Qual,Bsmt Cond Encode,Bsmt Exposure Encode,BsmtFin Type 1 Encode,BsmtFin Type 2 Encode,Has Garage,Garage Type Encode,Has FirePlace,Fireplace Qu Encode,Garage cond,Bsmt Qual Encoded,Mas Vnr Type Encode
48,120,RL,61.0,7658,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,412.0,Ex,TA,PConc,456.0,0.0,1752.0,GasA,Ex,Y,SBrkr,1752,0,0,1752,1.0,0.0,2,0,2,1,Ex,6,Typ,1,2005.0,2.0,576.0,Y,196,82,0,0,0,0,0,2,2010,WD ,Normal,319900,0,0,0,0,1,1,0,5,3,2,6,1,1,1,2,,0,1
49,120,RL,41.0,7132,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,Gd,TA,PConc,24.0,0.0,1370.0,GasA,Ex,Y,SBrkr,1370,0,0,1370,0.0,0.0,2,0,2,1,Gd,6,Typ,1,2006.0,2.0,484.0,Y,120,49,0,0,0,0,0,4,2010,WD ,Normal,205000,0,0,0,0,4,1,2,5,2,2,6,1,1,1,2,,2,4
50,160,RL,36.0,2628,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,Gd,TA,PConc,0.0,0.0,764.0,GasA,Ex,Y,SBrkr,764,862,0,1626,0.0,0.0,2,1,2,1,Gd,6,Typ,0,2003.0,2.0,474.0,Y,0,27,0,0,0,0,0,6,2010,WD ,Normal,175500,0,0,0,0,4,1,2,5,3,6,6,1,3,0,3,,2,4
51,20,RL,100.0,18494,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,0.0,0.0,1324.0,GasA,Ex,Y,SBrkr,1324,0,0,1324,0.0,0.0,2,0,3,1,Gd,6,Typ,0,2005.0,2.0,430.0,Y,36,23,0,0,0,0,0,1,2010,WD ,Normal,199500,0,0,0,0,3,1,2,5,3,6,6,1,1,0,3,,2,3
52,120,RL,43.0,3203,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,14.0,Gd,TA,PConc,16.0,0.0,1145.0,GasA,Ex,Y,SBrkr,1145,0,0,1145,0.0,0.0,2,0,2,1,Gd,6,Typ,0,2006.0,2.0,437.0,Y,100,116,0,0,0,0,0,1,2010,WD ,Normal,160000,0,0,0,0,1,1,2,5,0,2,6,1,1,0,3,,2,1
53,120,RL,43.0,3182,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,24.0,0.0,1256.0,GasA,Ex,Y,SBrkr,1269,0,0,1269,0.0,0.0,2,0,2,1,Gd,6,Typ,1,2004.0,2.0,430.0,Y,146,20,0,0,144,0,0,4,2010,WD ,Normal,192000,0,0,0,0,1,1,2,5,3,2,6,1,1,1,5,,2,1
54,80,RL,67.0,13300,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,326.0,0.0,384.0,GasA,Ex,Y,SBrkr,744,630,0,1374,1.0,0.0,2,1,3,1,Gd,7,Typ,1,2004.0,2.0,400.0,Y,100,0,0,0,0,0,0,6,2010,WD ,Normal,184500,0,0,0,0,3,1,2,5,3,2,6,1,3,1,2,,2,3
56,60,RL,63.0,8577,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,0.0,0.0,847.0,GasA,Ex,Y,SBrkr,847,886,0,1733,0.0,0.0,2,1,3,1,Gd,7,Typ,1,2004.0,2.0,433.0,Y,144,48,0,0,0,0,0,4,2010,WD ,Normal,185088,0,0,0,0,3,1,2,5,3,6,6,1,3,1,2,,2,3
57,80,RL,68.0,7750,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,250.0,0.0,384.0,GasA,Ex,Y,SBrkr,774,656,0,1430,0.0,0.0,2,1,3,1,TA,7,Typ,1,2000.0,2.0,400.0,Y,180,0,0,0,0,0,0,4,2010,WD ,Normal,180000,0,0,0,0,3,1,2,5,3,2,6,1,3,1,5,,2,3
58,60,RL,68.0,9505,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,180.0,Gd,TA,PConc,0.0,0.0,884.0,GasA,Ex,Y,SBrkr,884,1151,0,2035,0.0,0.0,2,1,3,1,Gd,8,Typ,1,2001.0,2.0,434.0,Y,144,48,0,0,0,0,0,5,2010,WD ,Normal,222500,0,0,0,0,1,1,2,5,3,6,6,1,3,1,2,,2,1
59,60,RL,108.0,14774,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,165.0,Gd,TA,PConc,0.0,0.0,1393.0,GasA,Ex,Y,SBrkr,1422,1177,0,2599,0.0,0.0,2,1,4,1,Gd,10,Typ,1,1999.0,3.0,779.0,Y,668,30,0,0,0,0,0,5,2010,WD ,Normal,333168,0,0,0,0,1,1,2,5,3,6,6,1,3,1,5,,2,1
60,60,RL,60.0,17433,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,114.0,Gd,TA,PConc,0.0,0.0,1629.0,GasA,Ex,Y,SBrkr,1645,830,0,2475,0.0,0.0,2,1,4,1,Gd,7,Typ,1,1998.0,3.0,962.0,Y,23,172,0,0,256,0,0,1,2010,WD ,Normal,355000,0,0,0,0,1,1,0,5,3,6,6,1,1,1,5,,0,1
61,20,RL,59.0,10593,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,338.0,Gd,TA,PConc,919.0,0.0,1720.0,GasA,Ex,Y,SBrkr,1720,0,0,1720,1.0,0.0,2,0,3,1,Gd,7,Typ,1,1996.0,2.0,527.0,Y,240,56,154,0,0,0,0,3,2010,WD ,Normal,260400,0,0,0,0,1,1,2,5,3,2,6,1,1,1,5,,2,1
62,60,RL,98.0,12256,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,BrkFace,362.0,Gd,TA,PConc,1032.0,0.0,1463.0,GasA,Ex,Y,SBrkr,1500,1122,0,2622,1.0,0.0,2,1,3,1,Gd,9,Typ,2,1994.0,2.0,712.0,Y,186,32,0,0,0,0,0,4,2010,WD ,Normal,325000,0,0,0,0,1,1,0,5,0,2,6,1,1,1,5,,0,1
63,60,RL,92.0,11764,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1999,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,348.0,Gd,TA,PConc,524.0,0.0,1152.0,GasA,Ex,Y,SBrkr,1164,1106,0,2270,0.0,0.0,2,1,4,1,Gd,9,Typ,1,1999.0,3.0,671.0,Y,132,57,0,0,0,0,0,4,2010,WD ,Normal,290000,0,0,0,0,1,1,2,5,3,2,6,1,1,1,2,,2,1
64,60,RL,58.0,16770,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,30.0,Gd,TA,PConc,0.0,0.0,1195.0,GasA,Gd,Y,SBrkr,1195,644,0,1839,0.0,0.0,2,1,4,1,TA,7,Typ,0,1998.0,2.0,486.0,Y,0,81,0,0,0,0,0,6,2010,WD ,Normal,221000,0,0,0,0,1,1,2,5,3,6,6,1,1,0,3,,2,1
65,50,RL,56.0,14720,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,1995,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,579.0,Gd,TA,PConc,816.0,0.0,2033.0,GasA,Ex,Y,SBrkr,2053,1185,0,3238,1.0,0.0,2,1,4,1,Gd,9,Typ,1,1996.0,3.0,666.0,Y,283,86,0,0,0,0,0,3,2010,WD ,Normal,410000,0,0,0,0,1,1,2,5,0,2,6,1,1,1,0,,2,1
66,20,RL,73.0,8987,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,226.0,Gd,TA,PConc,0.0,0.0,1595.0,GasA,Ex,Y,SBrkr,1595,0,0,1595,0.0,0.0,2,0,2,1,Gd,6,Typ,1,2005.0,3.0,880.0,Y,144,0,0,0,0,0,0,5,2010,WD ,Normal,221500,0,0,0,0,1,1,2,5,4,6,6,1,1,1,2,,2,1
67,20,FV,92.0,9215,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2009,2010,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,0.0,0.0,1218.0,GasA,Ex,Y,SBrkr,1218,0,0,1218,0.0,0.0,2,0,2,1,Gd,4,Typ,0,2009.0,2.0,676.0,Y,0,136,0,0,0,0,0,4,2010,New,Partial,204500,0,0,0,0,3,1,2,5,3,6,6,1,1,0,3,,2,3
68,60,FV,72.0,8640,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,24.0,0.0,756.0,GasA,Ex,Y,SBrkr,764,783,0,1547,0.0,0.0,2,1,3,1,Gd,7,Typ,0,2009.0,2.0,614.0,Y,169,45,0,0,0,0,0,6,2010,Con,Normal,215200,0,0,0,0,3,1,2,5,2,2,6,1,1,0,3,,2,3
69,20,FV,75.0,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,36.0,Gd,TA,PConc,1078.0,0.0,1566.0,GasA,Ex,Y,SBrkr,1566,0,0,1566,1.0,0.0,2,0,3,1,Gd,7,Typ,0,2008.0,2.0,750.0,Y,144,168,0,0,0,0,0,4,2010,WD ,Normal,262500,0,0,0,0,4,1,2,5,0,2,6,1,1,0,3,,2,4
70,60,FV,100.0,12552,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,222.0,0.0,991.0,GasA,Ex,Y,SBrkr,991,956,0,1947,0.0,0.0,2,1,3,1,Gd,8,Typ,1,2004.0,2.0,678.0,Y,0,136,0,0,0,0,0,5,2010,WD ,Normal,254900,0,0,1,0,3,1,2,5,3,2,6,1,1,1,2,,2,3
71,20,FV,84.0,10440,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,1414.0,0.0,1468.0,GasA,Ex,Y,SBrkr,1468,0,0,1468,1.0,0.0,2,0,2,1,Gd,6,Typ,1,2005.0,2.0,528.0,Y,0,102,0,0,216,0,0,5,2010,WD ,Normal,271500,0,0,0,0,3,1,0,5,3,2,6,1,1,1,2,,0,3
72,60,RL,76.0,10142,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,656.0,0.0,956.0,GasA,Ex,Y,SBrkr,956,1128,0,2084,1.0,0.0,2,1,4,1,Gd,8,Typ,0,2004.0,2.0,618.0,Y,0,45,0,0,0,0,0,1,2010,WD ,Normal,233000,0,0,0,0,3,1,2,5,3,2,6,1,3,0,3,,2,3
73,60,RL,70.0,11920,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,122.0,Gd,TA,PConc,0.0,0.0,831.0,GasA,Ex,Y,SBrkr,831,828,0,1659,0.0,0.0,2,1,3,1,Gd,8,Typ,0,2004.0,2.0,484.0,Y,144,68,0,0,0,0,0,4,2010,WD ,Normal,181000,0,0,0,0,1,1,2,5,0,6,6,1,1,0,3,,2,1
74,60,RL,68.0,8880,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,695.0,0.0,948.0,GasA,Ex,Y,SBrkr,1222,888,0,2110,1.0,0.0,2,1,3,1,Gd,8,Typ,2,1994.0,2.0,463.0,Y,0,130,0,0,0,0,0,5,2010,WD ,Normal,205000,0,0,0,0,3,1,2,5,3,2,6,1,1,1,1,,2,3
75,120,RL,50.0,8012,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,543.0,119.0,923.0,GasA,TA,Y,SBrkr,923,0,0,923,0.0,0.0,2,0,2,1,TA,5,Typ,1,1980.0,1.0,264.0,Y,80,0,0,0,0,0,0,5,2010,WD ,Normal,143000,0,0,0,0,3,1,2,5,3,1,1,1,1,1,5,,2,3
76,60,RL,70.0,11218,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,0.0,0.0,1055.0,GasA,Ex,Y,SBrkr,1055,790,0,1845,0.0,0.0,2,1,3,1,Gd,8,Typ,1,1992.0,2.0,462.0,Y,635,104,0,0,0,0,400,5,2010,WD ,Normal,189000,0,0,1,1,3,1,2,5,3,6,6,1,1,1,5,,2,3
77,120,RL,55.0,7892,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,0.0,0.0,918.0,GasA,TA,Y,SBrkr,918,0,0,918,0.0,0.0,2,0,2,1,TA,5,Typ,1,1979.0,1.0,264.0,Y,28,0,0,0,0,0,0,4,2010,WD ,Normal,99500,0,0,0,0,3,1,2,5,3,6,6,1,1,1,5,,2,3
78,120,RL,50.0,7175,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1984,1984,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,623.0,121.0,744.0,GasA,TA,Y,SBrkr,752,0,0,752,1.0,0.0,1,0,2,1,TA,4,Typ,0,1984.0,1.0,264.0,Y,353,0,0,0,90,0,0,2,2010,WD ,Normal,125000,0,0,1,0,3,1,2,5,3,0,3,1,1,0,3,,2,3
79,60,RL,68.0,9453,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,7,7,1993,2003,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,402.0,0.0,996.0,GasA,Ex,Y,SBrkr,1014,730,0,1744,0.0,0.0,2,1,3,1,Gd,7,Typ,0,1993.0,2.0,457.0,Y,370,70,0,238,0,0,0,2,2010,WD ,Normal,194500,0,0,0,0,3,1,2,5,3,1,6,1,1,0,3,,2,3
80,20,RL,81.0,9672,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1984,1985,Hip,CompShg,HdBoard,Plywood,None,0.0,TA,TA,PConc,338.0,0.0,1040.0,GasA,TA,Y,SBrkr,1097,0,0,1097,0.0,0.0,2,0,3,1,TA,6,Typ,0,1986.0,2.0,480.0,Y,0,0,0,0,0,0,0,5,2010,WD ,Normal,152000,0,0,1,0,3,1,2,5,3,2,6,1,1,0,3,,2,3
81,60,RL,70.0,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,6,1980,1981,Gable,CompShg,HdBoard,HdBoard,BrkFace,130.0,TA,TA,CBlock,0.0,0.0,650.0,GasA,TA,Y,SBrkr,888,676,0,1564,0.0,0.0,2,1,3,1,TA,7,Typ,1,1980.0,2.0,476.0,Y,0,50,0,0,204,0,0,4,2010,WD ,Normal,171000,0,0,1,0,1,1,2,5,3,6,6,1,1,1,5,,2,1
82,30,RH,70.0,9800,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,BrkTil,0.0,0.0,816.0,GasA,TA,N,FuseA,1012,0,0,1012,0.0,0.0,1,0,2,1,TA,5,Typ,0,1920.0,1.0,429.0,Y,121,0,80,0,0,0,0,4,2010,WD ,Normal,67500,0,0,0,0,3,1,5,5,3,6,6,1,5,0,3,,5,3
83,90,RM,68.0,8930,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1.5Fin,6,5,1978,1978,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,Slab,0.0,0.0,0.0,GasA,TA,Y,SBrkr,1318,584,0,1902,0.0,0.0,2,0,4,2,TA,8,Typ,0,1978.0,2.0,539.0,Y,0,0,0,0,0,0,0,4,2010,WD ,Normal,112000,0,0,0,0,3,0,3,3,4,4,4,1,1,0,3,,3,3
84,85,RL,88.0,11782,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,7,1961,1995,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,899.0,0.0,1109.0,GasA,TA,Y,SBrkr,1155,0,0,1155,1.0,0.0,1,0,3,1,Gd,6,Min2,0,1987.0,2.0,576.0,Y,192,0,0,0,0,0,400,6,2010,WD ,Normal,148000,0,0,1,1,3,1,5,5,0,0,6,1,5,0,3,,5,3
85,20,RL,65.0,8450,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,8,1965,2009,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,553.0,117.0,894.0,GasA,Ex,Y,SBrkr,894,0,0,894,1.0,0.0,1,0,3,1,TA,5,Typ,1,1973.0,1.0,336.0,Y,416,144,0,0,0,0,0,4,2010,WD ,Normal,138500,0,0,1,0,3,1,5,5,3,2,1,1,5,1,2,,5,3
86,20,RL,68.0,9819,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,31.0,TA,Gd,CBlock,450.0,0.0,882.0,GasA,TA,Y,SBrkr,900,0,0,900,0.0,0.0,1,0,3,1,TA,5,Typ,0,1970.0,1.0,280.0,Y,0,0,0,0,0,0,0,2,2010,WD ,Normal,122000,0,0,1,0,1,1,5,5,3,1,6,1,5,0,3,,5,1
87,20,RL,75.0,7500,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,824.0,0.0,1040.0,GasA,Fa,Y,SBrkr,1040,0,0,1040,1.0,0.0,1,1,3,1,TA,5,Typ,0,1963.0,1.0,308.0,Y,0,0,220,0,0,0,0,6,2010,WD ,Normal,133000,0,0,1,0,3,1,5,5,3,0,6,1,1,0,3,,5,3
88,20,RL,68.0,6897,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1962,2010,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,659.0,0.0,1040.0,GasA,Ex,Y,SBrkr,1040,0,0,1040,1.0,0.0,1,1,3,1,TA,6,Typ,0,1962.0,1.0,260.0,Y,0,104,0,0,0,0,0,4,2010,WD ,Normal,127000,0,0,0,0,3,1,5,5,3,0,6,1,5,0,3,,5,3
89,20,RL,39.0,15410,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRNe,Norm,1Fam,1Story,6,6,1974,2002,Hip,CompShg,Plywood,Plywood,BrkCmn,250.0,TA,Gd,CBlock,126.0,859.0,1208.0,GasA,Ex,Y,SBrkr,1494,0,0,1494,1.0,0.0,2,0,3,1,TA,7,Typ,2,1974.0,2.0,461.0,Y,296,0,186,0,0,0,0,4,2010,WD ,Abnorml,169000,0,0,1,0,0,1,5,5,1,1,2,1,1,1,1,,5,0
90,60,RL,107.0,10186,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,674.0,0.0,750.0,GasA,Ex,Y,SBrkr,1061,862,0,1923,1.0,0.0,2,1,3,1,Gd,8,Typ,1,1992.0,2.0,564.0,Y,240,39,0,0,0,0,0,6,2010,WD ,Normal,190000,0,0,0,0,3,1,2,5,3,2,6,1,1,1,5,,2,3
91,60,RL,85.0,13143,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1993,1993,Gable,CompShg,HdBoard,ImStucc,BrkFace,504.0,Gd,TA,PConc,250.0,981.0,1231.0,GasA,Ex,Y,SBrkr,1251,1098,0,2349,1.0,0.0,2,1,4,1,Gd,9,Typ,1,1993.0,3.0,762.0,Y,32,130,0,0,0,0,0,6,2010,WD ,Normal,362500,0,0,0,0,1,1,2,5,3,3,2,1,1,1,5,,2,1
92,60,RL,88.0,11134,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1992,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,180.0,Gd,TA,PConc,1129.0,0.0,1390.0,GasA,Ex,Y,SBrkr,1402,823,0,2225,1.0,0.0,2,1,4,1,Gd,7,Typ,1,1992.0,3.0,713.0,Y,198,30,0,0,0,0,0,6,2010,WD ,Normal,285000,0,0,0,0,1,1,2,5,3,2,6,1,1,1,5,,2,1
93,120,FV,25.0,4835,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,1298.0,0.0,1488.0,GasA,Ex,Y,SBrkr,1488,0,0,1488,1.0,0.0,2,0,2,1,Gd,6,Typ,1,2004.0,2.0,506.0,Y,168,50,0,0,0,0,0,3,2010,WD ,Normal,260000,0,0,0,0,3,1,0,5,0,2,6,1,1,1,2,,0,3
94,160,FV,39.0,3515,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,0.0,0.0,840.0,GasA,Ex,Y,SBrkr,840,840,0,1680,0.0,0.0,2,1,2,1,Gd,3,Typ,0,2004.0,2.0,588.0,Y,0,111,0,0,0,0,0,1,2010,WD ,Normal,190000,1,0,0,0,3,1,2,5,3,6,6,1,1,0,3,,2,3
95,160,FV,30.0,3215,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,BrkFace,120.0,Gd,TA,PConc,280.0,0.0,600.0,GasA,Ex,Y,SBrkr,600,600,0,1200,0.0,0.0,2,1,2,1,Gd,4,Typ,0,2004.0,2.0,480.0,Y,0,172,0,0,0,0,0,4,2010,ConLD,Normal,155000,1,0,0,0,1,1,2,5,0,2,6,1,5,0,3,,2,1
96,160,FV,30.0,3182,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,0.0,0.0,600.0,GasA,Ex,Y,SBrkr,600,600,0,1200,0.0,0.0,2,1,2,1,Gd,4,Typ,0,2004.0,2.0,480.0,Y,0,172,0,0,0,0,0,6,2010,WD ,Normal,151000,1,0,0,0,3,1,2,5,3,6,6,1,5,0,3,,2,3
97,160,FV,24.0,2544,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,368.0,42.0,600.0,GasA,Ex,Y,SBrkr,600,600,0,1200,1.0,0.0,2,1,2,1,Gd,4,Typ,0,2004.0,2.0,480.0,Y,0,172,0,0,0,0,0,2,2010,WD ,Normal,149500,1,0,0,0,3,1,2,5,3,2,0,1,5,0,3,,2,3
98,160,FV,24.0,2544,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,216.0,Gd,TA,PConc,376.0,0.0,600.0,GasA,Ex,Y,SBrkr,600,636,0,1236,1.0,0.0,2,1,2,1,Gd,4,Typ,0,2005.0,2.0,480.0,Y,0,166,0,0,0,0,0,5,2010,WD ,Normal,152000,1,0,0,0,1,1,2,5,3,2,6,1,5,0,3,,2,1
